source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
O43559,ENSG00000254827
O43559,Q8IWL8
O43559,ENSG00000261796
O43559,A0A0U1RQF7
O43559,Q7Z3S9
O43559,A0A087WUL8
Q5JTD0,Q9BYV2
Q5JTD0,O95678
Q5JTD0,A6NEM1
Q15306,Q8TF65
Q15306,Q7Z6J9
A1A5C7,Q9BZ11
A1A5C7,Q15848
A1A5C7,P53801
A1A5C7,P60410
A1A5C7,Q8IUG1
A1A5C7,P26371
A1A5C7,Q7Z3S9
A1A5C7,A0A087WUL8
Q86WA6,P62508
Q13546,Q13546
Q13546,Q13158
Q9BRT2,Q9Y605
Q9BRT2,Q13064
Q9BRT2,Q7L2R6
Q9BRT2,P0DI81
Q9BRT2,P0DI82
P17096,Q01844
Q9Y242,Q96D03
Q9Y242,O75031
Q9Y242,Q6S9Z5
Q9Y242,Q08379
Q9Y242,Q8NI38
Q9Y242,Q15669
Q9Y242,Q86UR1
Q9Y242,Q9NR12
Q9Y242,Q8N5A5
O75955,Q9Y5B8
O75955,Q68D86
O75955,Q86YD7
O75955,Q8N9N5
P46695,P55061
P46695,Q8N5K1
P46695,Q9UKG4
P46695,Q9Y320
Q96JS3,Q96JS3
Q96JS3,Q9NX65
Q96JS3,O43309
Q96JS3,Q96IT1
Q96JS3,P57086
Q96JS3,P17028
Q96JS3,P10073
Q96JS3,Q969J2
Q96JS3,Q9P0L1
Q7Z419,Q02930
Q7Z419,Q0D2K3
Q7Z419,O95231
Q7Z419,Q15915
Q7Z419,O75593
Q7Z419,P0CG20
Q7Z419,Q14005
Q7Z419,O75360
Q7Z419,Q02548
Q7Z419,Q96EQ0
Q8IXM6,Q96TC7
Q8IXM6,Q86VR2
Q8IXM6,O14880
Q8IXM6,Q3KNW5
Q8IXM6,Q15125
Q8IXM6,Q96BA8
Q8IXM6,Q9BRI3
Q8IXM6,P30273
Q8IXM6,Q96DB2
Q8IXM6,P58418
Q8IXM6,Q8TED1
Q8IXM6,Q8WWF3
Q8IXM6,Q4KMG9
Q8IXM6,Q9NP94
Q8IXM6,Q7Z7G2
Q8IXM6,P41181
Q8IXM6,Q9GZY8
Q8IXM6,Q3SXY8
Q8IXM6,Q7Z5P4
Q8IXM6,O60930
Q8IXM6,A2A2Y4
Q8IXM6,Q460N3
Q8IXM6,Q8TDV0
Q8IXM6,Q8TD06
Q8IXM6,Q6ZVE7
Q8IXM6,Q9BQA9
Q8IXM6,P34972
Q8IXM6,Q8IWR1
Q8IXM6,Q9Y320
Q8IXM6,P43628
Q8IXM6,Q9Y5G9
Q8IXM6,Q6IN84
Q5ST30,Q9NYB9
Q5ST30,Q969L2
Q5ST30,Q96DZ9
Q14512,Q12797
Q9BYJ0,P55061
O94868,Q8NEH6
O94868,P55081
O94868,Q9BVG8
O94868,Q96HB5
O94868,Q86YM7
O94868,Q6UVJ0
O94868,O95447
O94868,Q96D09
O94868,Q9NUQ8
O94868,Q5M9N0
O94868,Q9UJW9
O94868,A5D8V6
O94868,Q8N5M1
O94868,Q3SY00
O94868,Q15834
O94868,Q8IZU0
O94868,Q5VU43
O94868,Q9Y605
O94868,O95751
O94868,P78358
O94868,O14964
O94868,P31321
O94868,Q96GS4
O94868,Q96SQ5
O94868,Q8TD31
O94868,Q5T5S1
P49407,Q9HAZ2
P49407,P14859
P49407,O43298
O43422,Q13228
O43422,O75410
O43422,Q8N8K9
O43422,Q8TF50
Q14980,Q2TAC2
Q9GZT6,Q70IA6
Q9HCH5,Q8NDC4
Q9HCH5,O95070
Q15771,Q6RW13
Q9NS37,P14621
Q9NS37,P51610
Q9P015,O95273
P49638,Q8N5K1
P49638,Q969L2
P49638,Q5T9G4
P49638,Q8TAC2
P49638,Q96DZ9
P49638,Q08379
P49638,ENSG00000167774
P49638,Q8N3Y7
P49638,ENSG00000172782
P49638,Q7Z769
P49638,Q8WY91
P49638,Q9NS64
P49638,Q6RW13
P49638,Q8IZR5
P49638,Q6ZPD8
P49638,B3EWG3
P49638,B3EWG6
P49638,A8MQ03
P49638,Q8NBQ5
P49638,Q8TAC9
P49638,P60328
P49638,P0C7H8
P49638,Q9BYR9
P49638,A8MZ59
P49638,P59991
P49638,P02655
P49638,Q7Z3S9
P49638,O95182
P49638,A0A087WUL8
P49638,P60409
P49638,B3EWG5
P49638,Q6IN84
Q92820,Q96EQ0
Q96RS0,Q86UR1
O00560,O00560
O00560,Q9BYV2
O00560,Q53EZ4
O00560,Q9NYB9
O00560,Q16799
O00560,O43586
O00560,Q96P16
O00560,O95259
O00560,Q9BU76
O00560,P0DP24
O00560,Q9GZU7
O00560,Q96JC9
O00560,Q6AZW8
O00560,Q96CG3
O00560,O95379
O00560,O15049
O00560,P63172
O00560,Q6NT76
O00560,Q9H8M7
O00560,Q96GX9
O00560,Q3LXA3
O00560,Q68D86
O00560,Q8WWB5
O00560,Q6ZUT1
O00560,Q03393
O00560,P48775
O00560,ENSG00000152133
O00560,O95749
O00560,Q8N9Q2
O00560,P49247
O00560,Q8IV03
O00560,Q6AI12
O00560,Q8TBK6
O00560,P32320
O00560,O75828
O00560,P0DP25
O00560,Q96BR9
O00560,O76083
O00560,P02489
O00560,O75031
O00560,P04271
O00560,Q8NFF5
O00560,P49585
O00560,Q9Y2Y1
O00560,Q13113
O00560,Q04864
O00560,Q9UFW8
O00560,Q9GZV4
O00560,Q9ULU8
O00560,Q9H5V8
O00560,Q9NQ48
O00560,Q13257
O00560,P62312
O00560,Q8TA86
O00560,Q5VSY0
O00560,Q8N7W2
O00560,Q96C92
O00560,P00492
O00560,Q96DZ9
O00560,P61457
O00560,Q7Z3H0
O00560,P24592
O00560,Q969V4
O00560,P02794
O00560,Q13158
O00560,Q8NC69
O00560,Q13875
O00560,Q96MH2
O00560,Q9BRV3
O00560,Q8NBZ0
O00560,O43679
O00560,Q9H5H4
O00560,P0CG47
O00560,Q15041
O00560,P31350
O00560,O14523
O00560,O95271
O00560,Q8IYA8
O00560,Q9BWC9
O00560,O43704
O00560,O95070
O00560,P56545
O00560,Q8N9N8
O00560,Q14919
O00560,Q9H3H3
O00560,O43805
O00560,P49760
O00560,Q8ND90
O00560,Q8IZU0
O00560,Q9NS64
O00560,Q9NPQ8
O00560,Q5VU43
O00560,Q9NPD3
O00560,Q96HT8
O00560,Q9Y605
O00560,Q15050
O00560,P49761
O00560,Q9UHX1
O00560,A1L4H1
O00560,Q9H773
O00560,Q8WYJ6
O00560,A8K0Z3
O00560,O95751
O00560,Q8IZU1
O00560,Q13643
O00560,Q5GJ75
O00560,Q9NT22
O00560,Q8IXB3
O00560,Q13422
O00560,Q8WWZ3
O00560,P02533
O00560,Q86X19
O00560,Q07869
O00560,P0DTL6
O00560,Q3MJ62
O00560,Q5TBC7
O00560,Q7Z6W1
O00560,Q5MJ09
O00560,Q8IUQ4
O00560,O75400
O00560,P15884
O00560,Q8N2N9
O00560,P62854
O00560,Q9BPY3
O00560,O43829
O00560,Q8NCK3
O00560,Q8WW34
O00560,Q13838
O00560,P0DP23
O00560,Q8WV19
O00560,Q8N2H4
O00560,A1L162
O00560,P14373
O00560,Q9NZ81
O00560,Q15631
O00560,Q17RB0
O00560,A8MXD5
O00560,ENSG00000215271
O00560,Q9BYS1
O00560,Q8IUG1
O00560,O75506
O00560,Q7L5D6
O00560,Q9UL42
O00560,P26371
O00560,Q7Z3S9
O00560,Q5HYN5
O00560,Q8NHU0
O00560,P0DMU9
O00560,A0A087WUL8
O00560,P60409
O00560,ENSG00000276076
O00560,P49720
Q92673,Q96D03
Q92673,Q15669
Q9NRS4,Q96L08
Q9NRS4,Q8N6L0
Q9NRS4,Q9BSE2
Q9NRS4,P58418
Q9NRS4,Q8TED1
Q9NRS4,Q8TDF6
Q9NRS4,Q9BXN2
Q9NRS4,Q8TBE3
Q9NRS4,Q8N205
Q9NRS4,P60508
Q9NRS4,Q96PQ1
Q9BTE7,Q58EX7
Q14134,Q14134
Q14134,Q9NRI5
Q14134,Q08379
Q14134,Q8NI38
Q14134,Q96AA8
Q14134,Q2TAC2
Q14134,Q96CN9
Q14134,Q9H257
Q14134,Q8TES7
Q14134,Q92764
Q14134,Q08043
Q14134,Q96JP2
Q9H5F2,P27658
Q9H5F2,Q15915
Q9H5F2,O75593
Q9H5F2,P0CG20
Q9H5F2,Q9UBV8
Q9H5F2,Q8WW24
Q9H5F2,O43711
Q9H5F2,Q6UB99
Q9H5F2,Q3V5L5
Q9H5F2,O43593
Q9H5F2,Q8N5M1
Q9H5F2,P21549
Q9H5F2,Q8NEC5
Q9H5F2,O75360
Q9H5F2,Q2WGJ6
Q9H5F2,Q52LG2
Q9H5F2,O14964
Q9H5F2,Q63ZY3
Q9H5F2,Q7Z3C6
Q9H5F2,Q96JP2
Q9H0Q3,Q9UBD6
Q9H0Q3,Q96FL8
Q9H0Q3,O14880
Q9H0Q3,Q3KNW5
Q9H0Q3,Q6ZUX7
Q9H0Q3,Q15125
Q9H0Q3,Q96MV1
Q9H0Q3,Q96Q45
Q9H0Q3,P48051
Q9H0Q3,Q96BA8
Q9H0Q3,Q9BRI3
Q9H0Q3,P30273
Q9H0Q3,Q96CE8
Q9H0Q3,O15173
Q9H0Q3,Q9NP94
Q9H0Q3,Q8N4V2
Q9H0Q3,Q9GZY8
Q9H0Q3,Q3SXY8
Q9H0Q3,Q8N4V1
Q9H0Q3,Q6P9G4
Q9H0Q3,P25090
Q9H0Q3,Q8N5M9
Q9H0Q3,Q7Z769
Q9H0Q3,Q5JXX7
Q9H0Q3,Q8N661
Q9H0Q3,O95471
Q9H0Q3,A0PK05
Q9H0Q3,Q6ZT21
Q9H0Q3,Q8TAF8
Q9H0Q3,Q9NXB9
Q9H0Q3,Q8WW34
Q9H0Q3,Q8NCL9
Q9H0Q3,Q6P5S7
Q96BT7,P55081
Q13163,Q96NT3
Q13163,Q8N448
Q13163,Q13501
Q13163,Q13164
Q13163,Q6ZNG0
Q13163,Q9H596
Q13163,ENSG00000221972
Q05D32,Q8N165
Q9NWH9,P23508
O60336,Q99081
O60336,Q6UY14
O60336,Q9GZU7
O60336,O76081
O60336,O43184
O60336,Q96M29
O60336,Q8IWZ5
O60336,O43610
O60336,A6NJ78
O60336,O43790
O60336,O76015
O60336,P60410
O60336,Q9NRY6
O60336,Q07627
O60336,Q8IZ26
O60336,Q8IUQ4
O60336,P15884
O60336,Q92764
O60336,A8MQ03
O60336,Q6PEX3
O60336,Q8IUC0
O60336,Q5T749
O60336,P14373
O60336,Q9BYQ3
O60336,Q6A162
O60336,P60328
O60336,Q6L8G9
O60336,Q9BYR7
O60336,Q9BYR8
O60336,Q3LI67
O60336,Q9BQ66
O60336,P60331
O60336,P60411
O60336,Q8IUG1
O60336,Q9BYQ4
O60336,Q9BYQ2
O60336,Q6L8G8
O60336,P26371
O60336,Q7Z3S9
O60336,A0A087WUL8
O60336,P60409
Q9Y375,Q9BRI3
Q9Y375,Q9UNK0
Q9Y375,Q8N661
Q9Y375,Q96EC8
Q9Y375,P43364
Q9Y375,P54315
Q9NVX0,Q13426
P05386,P51687
Q9NXK6,Q8TED1
Q9NXK6,O95470
Q9NXK6,Q8N205
Q9NXK6,P26951
Q9UGJ1,Q96GA7
Q9UGJ1,Q6UY14
Q9UGJ1,Q08379
Q9UGJ1,Q8IVS8
Q9UGJ1,P19013
Q9UGJ1,P19012
Q9UGJ1,Q8NA61
Q9UGJ1,Q15834
Q9UGJ1,Q5JST6
Q9UGJ1,P04259
Q9UGJ1,Q8TES7
Q9UGJ1,P14373
Q9UGJ1,Q9BRP7
Q96TC7,Q9HAT8
Q96TC7,P54852
Q96TC7,Q9NV12
Q96TC7,Q8WWT9
Q96TC7,Q8IWU4
Q96TC7,Q9NV29
Q96TC7,Q13277
Q96TC7,Q9BQB6
Q96TC7,Q969S6
Q96TC7,Q92520
Q96TC7,Q8TAF8
Q96TC7,Q8WWP7
Q9BZF9,O43865
Q9BZF9,Q86Z20
Q9BZF9,Q9UHD9
Q9BZF9,P31321
Q9BZF9,Q5QGT7
Q9BZF9,Q6A162
Q9NQU5,O75031
Q9BX79,Q5TA81
Q9BX79,P60371
Q9BX79,Q3LI67
Q9HD36,O43521
Q9HD36,Q86VY9
Q9HD36,Q5PRF9
Q9UHA3,Q9UJW3
Q9UHA3,Q8IZU0
O75815,Q9UJX0
O75815,O95995
O75815,P57075
O75815,Q2TAC2
Q6ZT98,P61968
Q00403,Q15025
Q00403,Q14919
Q00403,A6NEM1
P53611,Q86YD3
P53611,P57081
P53611,P24592
P53611,Q96AX2
P53611,Q7Z5A9
Q8TF65,Q8TF65
Q8TF65,Q8N3Z6
Q8TF65,Q99895
Q8TF65,Q9HB19
Q8TF65,Q9HCK0
Q52LW3,P43364
Q8TCB0,P43364
O00442,P32243
Q9C0D9,Q01844
Q9C0D9,Q9ULC5
Q9C0D9,P67870
P50053,Q9NQ69
Q8TCS8,P78563
Q8TCX1,Q9UHG0
P62820,P47224
Q9Y6C2,Q9Y6C2
Q9Y6C2,Q9NVF7
Q9Y6C2,Q96D03
Q9Y6C2,Q96PC5
Q9Y6C2,Q9UJ41
Q9Y6C2,Q8N443
Q9Y6C2,P54646
Q9Y6C2,Q00994
Q9Y6C2,Q6ISS4
Q9Y6C2,P83436
Q9Y6C2,O75971
Q9Y6C2,Q5H9J7
Q9Y6C2,Q5JTB6
Q9Y6C2,Q8N720
Q9BU64,Q5SW79
Q9BU64,Q9UHG0
Q9BU64,P01100
Q9BU64,Q6IPU0
Q9BYV2,Q9BYV2
Q9BYV2,O60941
Q9BYV2,Q8NEH6
Q9BYV2,Q9HBI0
Q9BYV2,Q9BT92
Q9BYV2,P55081
Q9BYV2,Q15911
Q9BYV2,Q9BVG8
Q9BYV2,Q9UJX0
Q9BYV2,O95995
Q9BYV2,Q9HC52
Q9BYV2,Q8TAB5
Q9BYV2,O00444
Q9BYV2,P61968
Q9BYV2,P27987
Q9BYV2,Q9BU76
Q9BYV2,P0DP24
Q9BYV2,Q9BXJ5
Q9BYV2,Q9Y247
Q9BYV2,O95363
Q9BYV2,Q6NYC8
Q9BYV2,Q92529
Q9BYV2,Q9H8E8
Q9BYV2,Q86V42
Q9BYV2,Q68D86
Q9BYV2,Q96IV0
Q9BYV2,Q96CS2
Q9BYV2,Q2TBE0
Q9BYV2,Q8IY22
Q9BYV2,Q9UJ41
Q9BYV2,Q53TS8
Q9BYV2,Q92556
Q9BYV2,Q96HA8
Q9BYV2,Q96H20
Q9BYV2,P0DP25
Q9BYV2,Q9UK41
Q9BYV2,P0CG20
Q9BYV2,Q8N5M4
Q9BYV2,Q96PN8
Q9BYV2,Q9BWG6
Q9BYV2,Q9HAF1
Q9BYV2,Q8NA54
Q9BYV2,P55040
Q9BYV2,Q05D60
Q9BYV2,Q99633
Q9BYV2,P25800
Q9BYV2,P33993
Q9BYV2,Q96N21
Q9BYV2,Q9ULV0
Q9BYV2,Q6UB99
Q9BYV2,P04264
Q9BYV2,P78560
Q9BYV2,A8MT69
Q9BYV2,Q3B820
Q9BYV2,Q8N1N4
Q9BYV2,O95678
Q9BYV2,P48668
Q9BYV2,P19013
Q9BYV2,Q15560
Q9BYV2,Q86YD7
Q9BYV2,Q96M91
Q9BYV2,Q8TAU3
Q9BYV2,O14647
Q9BYV2,Q6EKJ0
Q9BYV2,Q2WGJ6
Q9BYV2,Q8N8B7
Q9BYV2,Q7L775
Q9BYV2,Q8N7C3
Q9BYV2,P54725
Q9BYV2,Q7Z3I7
Q9BYV2,Q9UPT5
Q9BYV2,P52292
Q9BYV2,Q9NVE4
Q9BYV2,Q8IYX8
Q9BYV2,Q9UI47
Q9BYV2,Q01546
Q9BYV2,Q15735
Q9BYV2,O14964
Q9BYV2,P04259
Q9BYV2,Q5XKE5
Q9BYV2,P12035
Q9BYV2,Q9H257
Q9BYV2,Q8TES7
Q9BYV2,A6NK89
Q9BYV2,P15622
Q9BYV2,Q8N5A5
Q9BYV2,Q63ZY3
Q9BYV2,Q15561
Q9BYV2,Q9Y4C2
Q9BYV2,Q96SQ5
Q9BYV2,O14796
Q9BYV2,P0DP23
Q9BYV2,Q9Y333
Q9BYV2,P67870
Q9BYV2,Q8TD31
Q9BYV2,P02538
Q9BYV2,ENSG00000213204
Q9BYV2,Q8IX29
Q9BYV2,Q5TAP6
Q9BYV2,P78347
Q9BYV2,Q96JP2
Q9BYV2,Q96GY3
Q9BYV2,Q8IYR0
Q9BYV2,ENSG00000282034
O60941,O60941
O60941,Q53EZ4
O60941,Q9NYB9
O60941,Q9NP66
O60941,Q96KS9
O60941,Q9BWW4
O60941,Q96A04
O60941,Q9BXG8
O60941,P55072
O60941,Q05D60
O60941,Q8ND30
O60941,Q9GZM8
O60941,A6NC98
O60941,P19012
O60941,Q96LR2
O60941,O76015
O60941,Q7Z3Y8
O60941,Q9NY99
O60941,Q8NA61
O60941,P56545
O60941,Q15834
O60941,Q8IYB1
O60941,Q96MT8
O60941,Q9BUH8
O60941,A1L4K1
O60941,P31321
O60941,A0A1B0GTZ2
O60941,Q92764
O60941,P11532
O60941,Q8TD31
O60941,P14373
O60941,Q6A162
O60941,Q2T9L4
O60941,P37198
O60941,Q96C00
O60941,Q8N1B4
Q14CX5,Q8IUC2
Q14CX5,A8MQ03
Q14CX5,Q7Z3S9
Q14CX5,A0A087WUL8
Q96FJ0,Q9UKT9
Q96FJ0,Q04864
Q96FJ0,Q16206
Q96FJ0,Q08379
Q96FJ0,Q5JQS6
Q96FJ0,Q9BWJ5
Q96FJ0,Q9H8W4
Q96FJ0,Q8ND90
Q96FJ0,Q5VZ52
Q96FJ0,Q0VD86
Q96FJ0,P15884
Q96FJ0,P43360
Q96FJ0,A6NEM1
Q96FJ0,P14373
Q96FJ0,P43357
O95992,P60329
P52954,P46940
P52954,Q9BVG8
P52954,Q5QJ74
P52954,Q96PN8
P52954,P33176
P52954,O95967
P52954,Q8N8X9
P52954,Q8TF39
P52954,P17661
P52954,Q8IZU0
P52954,Q8N6L7
P52954,Q9BYP7
P52954,Q63ZY3
P52954,Q2TAL8
P52954,A6H8Z2
P52954,Q6L8G9
P52954,Q9BYQ4
P52954,P0CB47
O95359,Q5SYC1
O95359,P49760
O95359,Q96GS4
P36405,O43924
Q53EZ4,Q53EZ4
Q53EZ4,P55081
Q53EZ4,Q9BVG8
Q53EZ4,Q8TAB5
Q53EZ4,Q13625
Q53EZ4,P27658
Q53EZ4,Q96HB5
Q53EZ4,Q96CS2
Q53EZ4,P0DX52
Q53EZ4,Q5JRA6
Q53EZ4,Q96MY7
Q53EZ4,Q96HA8
Q53EZ4,O75031
Q53EZ4,Q2TAK8
Q53EZ4,Q9UBV8
Q53EZ4,A5D8V6
Q53EZ4,Q8NDC0
Q53EZ4,Q8WUM4
Q53EZ4,P56470
Q53EZ4,Q86YD7
Q53EZ4,Q8NA61
Q53EZ4,Q8N9N8
Q53EZ4,Q96MX3
Q53EZ4,A8K0Z3
Q53EZ4,Q8IYX8
Q53EZ4,Q6UXH8
Q53EZ4,O75177
Q53EZ4,O14964
Q53EZ4,Q8TES7
Q53EZ4,Q96HA1
Q53EZ4,Q63ZY3
Q53EZ4,Q15561
Q53EZ4,O94989
Q53EZ4,Q8TD31
Q53EZ4,Q15517
Q8WWZ8,Q9UGL9
Q8WWZ8,Q9NWN3
Q8WWZ8,Q8IUC1
Q8WWZ8,Q5TA76
Q8WWZ8,Q5T751
Q8WWZ8,Q5T754
Q99728,Q9BVG8
Q99728,O75031
Q99728,Q08379
Q99728,Q9Y2T1
Q99728,Q8IZU0
Q99728,O95751
Q99728,Q13422
Q99728,Q8N720
Q99728,Q6A162
Q9NRN9,O15062
Q9NRN9,Q9UI30
Q13427,Q96CD2
Q13427,Q8N7W2
Q13427,Q8NC69
Q13427,Q16637
Q13427,O75553
Q13427,Q13643
Q13427,Q9UL42
Q13427,Q9UI36
Q86X95,Q8N5R6
Q86X95,Q8IYB1
P02708,O75022
Q6P1L5,Q8N9N5
Q6P1L5,Q96FJ2
Q9NYB9,Q9NYB9
Q9NYB9,Q53FE4
Q9NYB9,Q08209
Q9NYB9,Q9BVG8
Q9NYB9,Q8TAB5
Q9NYB9,P61968
Q9NYB9,P42684
Q9NYB9,O95295
Q9NYB9,Q9NQY0
Q9NYB9,Q9GZV8
Q9NYB9,O15372
Q9NYB9,Q68D86
Q9NYB9,Q96LY2
Q9NYB9,Q03014
Q9NYB9,Q9H3R5
Q9NYB9,Q9UJ41
Q9NYB9,Q13239
Q9NYB9,Q96MY7
Q9NYB9,O95429
Q9NYB9,P16333
Q9NYB9,O75031
Q9NYB9,Q9BVN2
Q9NYB9,Q9UK41
Q9NYB9,Q9P086
Q9NYB9,P54646
Q9NYB9,Q68G74
Q9NYB9,Q9UNH6
Q9NYB9,Q9NRI5
Q9NYB9,O94856
Q9NYB9,Q9C0F1
Q9NYB9,Q6S9Z5
Q9NYB9,Q3KP44
Q9NYB9,Q8TDC0
Q9NYB9,P61978
Q9NYB9,Q86XR8
Q9NYB9,P25800
Q9NYB9,P33993
Q9NYB9,Q9Y6H3
Q9NYB9,Q2M2I5
Q9NYB9,Q3B8N2
Q9NYB9,O95678
Q9NYB9,P08727
Q9NYB9,P19012
Q9NYB9,Q96LR2
Q9NYB9,P13646
Q9NYB9,P35900
Q9NYB9,Q7Z3Y8
Q9NYB9,Q6NUJ5
Q9NYB9,Q86YD7
Q9NYB9,O94929
Q9NYB9,Q8IYA8
Q9NYB9,Q13561
Q9NYB9,Q2TAC2
Q9NYB9,Q6ZMU5
Q9NYB9,Q9BUL9
Q9NYB9,Q8N4C7
Q9NYB9,Q96HT8
Q9NYB9,Q96RF0
Q9NYB9,Q9Y605
Q9NYB9,Q8N7C3
Q9NYB9,Q86UU5
Q9NYB9,Q96CN9
Q9NYB9,Q13177
Q9NYB9,Q9NWM3
Q9NYB9,A8K0Z3
Q9NYB9,Q9NU39
Q9NYB9,Q569H4
Q9NYB9,Q8TF47
Q9NYB9,O14964
Q9NYB9,Q9NZC7
Q9NYB9,P02533
Q9NYB9,Q8IZT9
Q9NYB9,Q494U1
Q9NYB9,Q9UHD9
Q9NYB9,Q8TDH9
Q9NYB9,Q5BKX5
Q9NYB9,Q0VD86
Q9NYB9,Q96GS4
Q9NYB9,Q9NR12
Q9NYB9,Q9P1A6
Q9NYB9,Q8N4B1
Q9NYB9,P07951
Q9NYB9,P43355
Q9NYB9,A6NGQ2
Q9NYB9,Q5HYW2
Q9NYB9,O95872
Q9NYB9,Q8TD31
Q9NYB9,P86481
Q9NYB9,P86496
Q9NYB9,Q2T9L4
Q9NYB9,Q15287
Q9NYB9,P37198
Q9NYB9,Q9NZQ3
Q9NYB9,A8MTA8
Q9NYB9,A1L168
Q9NYB9,P86480
Q9NYB9,P86479
Q9NYB9,P0C7X2
Q9NYB9,P86478
Q9NYB9,Q96JP2
Q9NYB9,Q8NHY3
Q9BS91,Q9NV29
Q9BS91,A0PK05
Q9BS91,Q9NTJ5
O95843,O14964
O95843,Q9UIG4
Q14061,P60410
Q8NEH6,Q8NEH6
Q8NEH6,Q01850
Q8NEH6,O75420
Q8NEH6,P19237
Q8NEH6,Q9NRI5
Q8NEH6,Q6I9Y2
Q8NEH6,Q8N3L3
Q8NEH6,O95678
Q8NEH6,Q86XE0
Q8NEH6,Q15051
Q8NEH6,Q96MT8
Q8NEH6,Q01844
Q8NEH6,Q96L91
Q8NEH6,Q8N5A5
Q8NEH6,Q63ZY3
Q8NEH6,Q9NZ72
Q8NEH6,Q2KHM9
Q8NEH6,Q9NY61
Q93073,Q96FJ2
Q8WW43,P48230
Q8WW43,Q8IXB3
Q8WW43,Q6UX27
Q8WW43,ENSG00000255245
Q96CD2,Q96CD2
Q96CD2,Q96D03
Q96CD2,Q8N9Q2
Q96CD2,Q96HA8
Q96CD2,Q96PF1
Q96CD2,Q9UNY5
Q96CD2,Q9H8W4
Q96CD2,Q6PIV2
Q96CD2,Q93015
Q96S82,P61758
Q96S82,O43747
Q96S82,P54725
Q96S82,P62508
Q96S82,P28702
Q9BT78,O75381
Q9BT78,Q9NS73
Q9BT78,Q7L5N1
Q9BT78,P08727
Q9BT78,Q15834
Q0VAM2,Q3SY00
Q0VAM2,Q9H8W4
Q0VAM2,Q9NR12
O94979,Q04864
Q9HBE4,Q12797
P52306,Q9NS73
P52306,Q9NRW1
P52306,Q96HU8
P52306,P01112
P52306,O95057
P52306,Q9UHX1
P52306,P61225
P52306,P01111
Q659C4,P47224
Q659C4,Q86WT6
Q9NQX1,Q6NZ36
Q9NQX1,P35523
Q7Z3B4,Q9BT92
Q7Z3B4,Q9BVL2
Q7Z3B4,P06753
Q7Z3B4,Q9BXU0
Q7Z3B4,Q96CS2
Q7Z3B4,Q86YM7
Q7Z3B4,Q9H3R5
Q7Z3B4,Q9NYK6
Q7Z3B4,Q96KN3
Q7Z3B4,Q5JUK2
Q7Z3B4,Q9UJW9
Q7Z3B4,Q8NI38
Q7Z3B4,Q969V4
Q7Z3B4,A5D8V6
Q7Z3B4,P19012
Q7Z3B4,Q7Z3Y8
Q7Z3B4,O00303
Q7Z3B4,Q15834
Q7Z3B4,Q9NWQ9
Q7Z3B4,O14964
Q7Z3B4,Q9H7B4
Q7Z3B4,Q9NP55
Q7Z3B4,Q8TD31
Q7Z3B4,P37198
Q07325,Q9UBD6
Q07325,P12318
Q07325,Q9NY26
Q07325,Q95460
Q07325,Q9H9P2
Q07325,Q96Q45
Q07325,Q96L08
Q07325,Q96SJ8
Q07325,P38484
Q07325,Q8WY98
Q07325,Q8N6L0
Q07325,Q96CE8
Q07325,Q8WWF3
Q07325,P57739
Q07325,Q6UXG8
Q07325,Q9ULY5
Q07325,O14524
Q07325,Q96LL3
Q07325,Q96G97
Q07325,P11686
Q07325,P08034
Q07325,Q9BXN2
Q07325,Q8TBE3
Q07325,Q8N386
Q07325,Q5JXX7
Q07325,Q8N112
Q07325,Q11130
Q07325,Q8N205
Q07325,Q86WK6
Q07325,O95471
Q07325,Q6UW88
Q07325,O15393
Q07325,O00501
Q07325,P15941
Q07325,Q6ZS10
Q07325,Q5T700
Q07325,A8MZ59
Q07325,P43628
Q9UN86,Q5T7W0
Q9NVA2,Q8NDC4
Q9NVA2,Q8WYJ6
Q9NVA2,Q99719
Q14108,Q8N6F1
Q14108,Q8TED1
Q14108,O60883
Q16589,Q5JST6
Q96LI5,Q9UFF9
Q96LI5,Q9UIV1
O60763,O60763
O60763,Q6P1W5
O60763,P32969
O60763,Q08379
O60763,Q8IUZ5
O60763,O14976
Q96CB8,Q14CZ0
Q96CB8,Q8IZU1
P55212,P55212
P55212,Q96HA8
P55212,P61925
Q53FE4,Q17RB8
Q53FE4,Q8TAU3
Q08209,P27987
Q08209,Q9NZF1
Q08209,Q9H993
Q08209,Q96GX8
Q08209,Q96KS9
Q08209,Q9UPX8
Q08209,Q6ZMU5
Q08209,P24588
Q08209,Q96LZ3
Q08209,P63098
Q9UPT6,Q5SW96
Q9UPT6,Q86XF7
Q9UPT6,O75771
P49796,O15162
P49796,A8MQ03
Q96NT3,Q6PF18
Q96NT3,Q6UY14
Q96NT3,Q6ZT89
Q96NT3,O43184
Q96NT3,Q8N684
Q96NT3,Q96IV0
Q96NT3,Q8IWZ5
Q96NT3,Q330K2
Q96NT3,O14633
Q96NT3,Q03431
Q96NT3,P49901
Q96NT3,Q9UBX0
Q96NT3,O43609
Q96NT3,Q86U28
Q96NT3,Q9Y6H3
Q96NT3,Q96N21
Q96NT3,Q6EMK4
Q96NT3,Q8NDC4
Q96NT3,Q9UBY9
Q96NT3,B2RXF5
Q96NT3,Q9BUH8
Q96NT3,Q13643
Q96NT3,P78358
Q96NT3,Q3LI70
Q96NT3,Q3LI72
Q96NT3,Q5TA79
